pokemonId,type,type2,baseAttack,baseDefense,baseStamina,pokedexHeightM,pokedexWeightKg,candyToEvolve,kmBuddyDistance,thirdMoveStardustToUnlock,thirdMoveCandyToUnlock,shadowPurificationStardustNeeded,shadowPurificationCandyNeeded,quickMoves,cinematicMoves,eliteQuickMove,eliteCinematicMove,megaId,megaAttack,megaDefense,megaStamina,megaHeightM,megaWeightKg,megaType1,megaType2,pokedexNumber,form
MACHOKE,FIGHTING,,177.0,125.0,190.0,1.5,70.5,100.0,3.0,50000.0,50.0,3000.0,3.0,"['LOW_KICK_FAST', 'KARATE_CHOP_FAST']","['SUBMISSION', 'BRICK_BREAK', 'DYNAMIC_PUNCH']",,['CROSS_CHOP'],,,,,,,,,0067,POKEMON_MACHOKE
MACHAMP,FIGHTING,,234.0,159.0,207.0,1.6,130.0,,3.0,50000.0,50.0,3000.0,3.0,"['BULLET_PUNCH_FAST', 'COUNTER_FAST']","['HEAVY_SLAM', 'DYNAMIC_PUNCH', 'CLOSE_COMBAT', 'ROCK_SLIDE', 'CROSS_CHOP']",['KARATE_CHOP_FAST'],"['STONE_EDGE', 'SUBMISSION', 'PAYBACK']",,,,,,,,,0068,POKEMON_MACHAMP
BELLSPROUT,GRASS,POISON,139.0,61.0,137.0,0.7,4.0,25.0,3.0,50000.0,50.0,3000.0,3.0,"['VINE_WHIP_FAST', 'ACID_FAST']","['POWER_WHIP', 'SLUDGE_BOMB', 'WRAP']",,,,,,,,,,,0069,POKEMON_BELLSPROUT
WEEPINBELL,GRASS,POISON,172.0,92.0,163.0,1.0,6.4,100.0,3.0,50000.0,50.0,3000.0,3.0,"['BULLET_SEED_FAST', 'ACID_FAST']","['POWER_WHIP', 'SLUDGE_BOMB', 'SEED_BOMB']",['RAZOR_LEAF_FAST'],,,,,,,,,,0070,POKEMON_WEEPINBELL
VICTREEBEL,GRASS,POISON,207.0,135.0,190.0,1.7,15.5,,3.0,50000.0,50.0,3000.0,3.0,"['RAZOR_LEAF_FAST', 'ACID_FAST']","['LEAF_BLADE', 'SLUDGE_BOMB', 'SOLAR_BEAM', 'LEAF_TORNADO', 'ACID_SPRAY']",['MAGICAL_LEAF_FAST'],,,,,,,,,,0071,POKEMON_VICTREEBEL
TENTACOOL,WATER,POISON,97.0,149.0,120.0,0.9,45.5,50.0,3.0,50000.0,50.0,3000.0,3.0,"['BUBBLE_FAST', 'POISON_STING_FAST']","['BUBBLE_BEAM', 'WATER_PULSE', 'WRAP']",,,,,,,,,,,0072,POKEMON_TENTACOOL
TENTACRUEL,WATER,POISON,166.0,209.0,190.0,1.6,55.0,,3.0,50000.0,50.0,3000.0,3.0,"['ACID_FAST', 'POISON_JAB_FAST']","['HYDRO_PUMP', 'SLUDGE_WAVE', 'BLIZZARD', 'ACID_SPRAY', 'SCALD']",,,,,,,,,,,0073,POKEMON_TENTACRUEL
GEODUDE,ROCK,GROUND,132.0,132.0,120.0,0.4,20.0,25.0,1.0,10000.0,25.0,1000.0,1.0,"['ROCK_THROW_FAST', 'TACKLE_FAST']","['ROCK_SLIDE', 'ROCK_TOMB', 'DIG']",,,,,,,,,,,0074,POKEMON_GEODUDE
GEODUDE,ROCK,ELECTRIC,132.0,132.0,120.0,0.4,20.3,25.0,1.0,10000.0,25.0,1000.0,1.0,"['ROCK_THROW_FAST', 'VOLT_SWITCH_FAST']","['ROCK_SLIDE', 'ROCK_TOMB', 'THUNDERBOLT']",,,,,,,,,,,0074,POKEMON_GEODUDE_ALOLA
GRAVELER,ROCK,GROUND,164.0,164.0,146.0,1.0,105.0,100.0,1.0,10000.0,25.0,1000.0,1.0,"['ROCK_THROW_FAST', 'MUD_SLAP_FAST', 'MUD_SHOT_FAST']","['DIG', 'STONE_EDGE', 'ROCK_BLAST']",,['ROCK_SLIDE'],,,,,,,,,0075,POKEMON_GRAVELER
GRAVELER,ROCK,ELECTRIC,164.0,164.0,146.0,1.0,110.0,100.0,1.0,10000.0,25.0,1000.0,1.0,"['ROCK_THROW_FAST', 'VOLT_SWITCH_FAST']","['THUNDERBOLT', 'STONE_EDGE', 'ROCK_BLAST']",,,,,,,,,,,0075,POKEMON_GRAVELER_ALOLA
GOLEM,ROCK,GROUND,211.0,198.0,190.0,1.4,300.0,,1.0,10000.0,25.0,1000.0,1.0,"['ROCK_THROW_FAST', 'MUD_SLAP_FAST', 'MUD_SHOT_FAST']","['STONE_EDGE', 'ROCK_BLAST', 'EARTHQUAKE', 'ANCIENT_POWER']",,,,,,,,,,,0076,POKEMON_GOLEM
GOLEM,ROCK,ELECTRIC,211.0,198.0,190.0,1.7,316.0,,1.0,10000.0,25.0,1000.0,1.0,"['ROCK_THROW_FAST', 'VOLT_SWITCH_FAST']","['STONE_EDGE', 'ROCK_BLAST', 'WILD_CHARGE']",['ROLLOUT_FAST'],,,,,,,,,,0076,POKEMON_GOLEM_ALOLA
PONYTA,FIRE,,170.0,127.0,137.0,1.0,30.0,50.0,3.0,50000.0,50.0,3000.0,3.0,"['TACKLE_FAST', 'EMBER_FAST']","['FLAME_CHARGE', 'FLAME_WHEEL', 'STOMP']",,['FIRE_BLAST'],,,,,,,,,0077,POKEMON_PONYTA
PONYTA,PSYCHIC,,170.0,127.0,137.0,0.8,24.0,50.0,3.0,50000.0,50.0,3000.0,3.0,"['LOW_KICK_FAST', 'PSYCHO_CUT_FAST']","['PLAY_ROUGH', 'PSYBEAM', 'SWIFT']",,,,,,,,,,,0077,POKEMON_PONYTA_GALARIAN
RAPIDASH,FIRE,,207.0,162.0,163.0,1.7,95.0,,3.0,50000.0,50.0,3000.0,3.0,"['LOW_KICK_FAST', 'FIRE_SPIN_FAST', 'INCINERATE_FAST']","['FIRE_BLAST', 'DRILL_RUN', 'HEAT_WAVE', 'FLAME_CHARGE', 'SCORCHING_SANDS']",['EMBER_FAST'],['WILD_CHARGE'],,,,,,,,,0078,POKEMON_RAPIDASH
RAPIDASH,PSYCHIC,FAIRY,207.0,162.0,163.0,1.7,80.0,,3.0,50000.0,50.0,3000.0,3.0,"['LOW_KICK_FAST', 'PSYCHO_CUT_FAST', 'FAIRY_WIND_FAST']","['PLAY_ROUGH', 'PSYCHIC', 'BODY_SLAM', 'MEGAHORN', 'HIGH_HORSEPOWER']",,['WILD_CHARGE'],,,,,,,,,0078,POKEMON_RAPIDASH_GALARIAN
SLOWPOKE,WATER,PSYCHIC,109.0,98.0,207.0,1.2,36.0,50.0,3.0,50000.0,50.0,3000.0,3.0,"['WATER_GUN_FAST', 'CONFUSION_FAST']","['WATER_PULSE', 'PSYSHOCK', 'PSYCHIC']",,,,,,,,,,,0079,POKEMON_SLOWPOKE
SLOWPOKE,PSYCHIC,,109.0,98.0,207.0,1.2,36.0,,3.0,50000.0,50.0,3000.0,3.0,"['CONFUSION_FAST', 'IRON_TAIL_FAST']","['SURF', 'PSYSHOCK', 'PSYCHIC']",,,,,,,,,,,0079,POKEMON_SLOWPOKE_GALARIAN
SLOWBRO,WATER,PSYCHIC,177.0,180.0,216.0,1.6,78.5,,3.0,50000.0,50.0,3000.0,3.0,"['WATER_GUN_FAST', 'CONFUSION_FAST']","['WATER_PULSE', 'PSYCHIC', 'ICE_BEAM', 'SCALD']",,['SURF'],MEGA,224.0,259.0,216.0,2.0,120.0,WATER,PSYCHIC,0080,POKEMON_SLOWBRO
SLOWBRO,POISON,PSYCHIC,182.0,156.0,216.0,1.6,70.5,,3.0,50000.0,50.0,3000.0,3.0,"['CONFUSION_FAST', 'POISON_JAB_FAST']","['FOCUS_BLAST', 'PSYCHIC', 'SLUDGE_BOMB', 'SCALD', 'BRUTAL_SWING']",,['SURF'],,,,,,,,,0080,POKEMON_SLOWBRO_GALARIAN
MAGNEMITE,ELECTRIC,STEEL,165.0,121.0,93.0,0.3,6.0,50.0,3.0,50000.0,50.0,3000.0,3.0,"['SPARK_FAST', 'THUNDER_SHOCK_FAST', 'VOLT_SWITCH_FAST', 'METAL_SOUND_FAST']","['DISCHARGE', 'MAGNET_BOMB', 'THUNDERBOLT']",,,,,,,,,,,0081,POKEMON_MAGNEMITE
MAGNETON,ELECTRIC,STEEL,223.0,169.0,137.0,1.0,60.0,,3.0,50000.0,50.0,3000.0,3.0,"['SPARK_FAST', 'CHARGE_BEAM_FAST', 'THUNDER_SHOCK_FAST', 'VOLT_SWITCH_FAST', 'METAL_SOUND_FAST']","['ZAP_CANNON', 'MAGNET_BOMB', 'FLASH_CANNON', 'DISCHARGE']",,,,,,,,,,,0082,POKEMON_MAGNETON
FARFETCHD,NORMAL,FLYING,124.0,115.0,141.0,0.8,15.0,,3.0,50000.0,50.0,3000.0,3.0,"['AIR_SLASH_FAST', 'FURY_CUTTER_FAST']","['AERIAL_ACE', 'AIR_CUTTER', 'LEAF_BLADE']",['CUT_FAST'],,,,,,,,,,0083,POKEMON_FARFETCHD
FARFETCHD,FIGHTING,,174.0,114.0,141.0,0.8,42.0,,3.0,50000.0,50.0,3000.0,3.0,"['ROCK_SMASH_FAST', 'FURY_CUTTER_FAST']","['BRICK_BREAK', 'BRAVE_BIRD', 'LEAF_BLADE']",,,,,,,,,,,0083,POKEMON_FARFETCHD_GALARIAN
DODUO,NORMAL,FLYING,158.0,83.0,111.0,1.4,39.2,50.0,3.0,50000.0,50.0,,,"['PECK_FAST', 'QUICK_ATTACK_FAST']","['DRILL_PECK', 'AERIAL_ACE', 'BRAVE_BIRD']",,['SWIFT'],,,,,,,,,0084,POKEMON_DODUO
DODRIO,NORMAL,FLYING,218.0,140.0,155.0,1.8,85.2,,3.0,50000.0,50.0,,,"['FEINT_ATTACK_FAST', 'STEEL_WING_FAST']","['DRILL_PECK', 'AERIAL_ACE', 'BRAVE_BIRD']",,['AIR_CUTTER'],,,,,,,,,0085,POKEMON_DODRIO
SEEL,WATER,,85.0,121.0,163.0,1.1,90.0,50.0,3.0,50000.0,50.0,,,"['ICE_SHARD_FAST', 'LICK_FAST']","['AURORA_BEAM', 'ICY_WIND', 'AQUA_TAIL']",['WATER_GUN_FAST'],['AQUA_JET'],,,,,,,,,0086,POKEMON_SEEL
DEWGONG,WATER,ICE,139.0,177.0,207.0,1.7,120.0,,3.0,50000.0,50.0,,,"['FROST_BREATH_FAST', 'IRON_TAIL_FAST']","['AURORA_BEAM', 'WATER_PULSE', 'BLIZZARD', 'DRILL_RUN', 'LIQUIDATION']",['ICE_SHARD_FAST'],"['AQUA_JET', 'ICY_WIND']",,,,,,,,,0087,POKEMON_DEWGONG
GRIMER,POISON,,135.0,90.0,190.0,0.9,30.0,50.0,3.0,50000.0,50.0,3000.0,3.0,"['POISON_JAB_FAST', 'MUD_SLAP_FAST']","['SLUDGE', 'MUD_BOMB', 'SLUDGE_BOMB']",,,,,,,,,,,0088,POKEMON_GRIMER
GRIMER,POISON,DARK,135.0,90.0,190.0,0.7,42.0,50.0,3.0,50000.0,50.0,3000.0,3.0,"['POISON_JAB_FAST', 'BITE_FAST']","['CRUNCH', 'GUNK_SHOT', 'SLUDGE_BOMB']",,,,,,,,,,,0088,POKEMON_GRIMER_ALOLA
MUK,POISON,,190.0,172.0,233.0,1.2,30.0,,3.0,50000.0,50.0,3000.0,3.0,"['INFESTATION_FAST', 'POISON_JAB_FAST']","['DARK_PULSE', 'GUNK_SHOT', 'SLUDGE_WAVE', 'THUNDER_PUNCH', 'ACID_SPRAY']",['LICK_FAST'],,,,,,,,,,0089,POKEMON_MUK
MUK,POISON,DARK,190.0,172.0,233.0,1.0,52.0,,3.0,50000.0,50.0,3000.0,3.0,"['BITE_FAST', 'POISON_JAB_FAST', 'SNARL_FAST']","['DARK_PULSE', 'GUNK_SHOT', 'SLUDGE_WAVE', 'ACID_SPRAY']",,,,,,,,,,,0089,POKEMON_MUK_ALOLA
SHELLDER,WATER,,116.0,134.0,102.0,0.3,4.0,50.0,3.0,50000.0,50.0,3000.0,3.0,"['ICE_SHARD_FAST', 'TACKLE_FAST']","['BUBBLE_BEAM', 'WATER_PULSE', 'ICY_WIND', 'RAZOR_SHELL']",,,,,,,,,,,0090,POKEMON_SHELLDER
CLOYSTER,WATER,ICE,186.0,256.0,137.0,1.5,132.5,,3.0,50000.0,50.0,3000.0,3.0,"['FROST_BREATH_FAST', 'ICE_SHARD_FAST']","['AURORA_BEAM', 'HYDRO_PUMP', 'AVALANCHE', 'ICY_WIND', 'LIQUIDATION', 'RAZOR_SHELL']",,['BLIZZARD'],,,,,,,,,0091,POKEMON_CLOYSTER
GASTLY,GHOST,POISON,186.0,67.0,102.0,1.3,0.1,25.0,3.0,50000.0,50.0,3000.0,3.0,"['LICK_FAST', 'ASTONISH_FAST']","['NIGHT_SHADE', 'DARK_PULSE', 'SLUDGE_BOMB']",['SUCKER_PUNCH_FAST'],['OMINOUS_WIND'],,,,,,,,,0092,POKEMON_GASTLY
HAUNTER,GHOST,POISON,223.0,107.0,128.0,1.6,0.1,100.0,3.0,50000.0,50.0,3000.0,3.0,"['SHADOW_CLAW_FAST', 'ASTONISH_FAST']","['SHADOW_PUNCH', 'DARK_PULSE', 'SLUDGE_BOMB', 'SHADOW_BALL', 'ICE_PUNCH']",['LICK_FAST'],,,,,,,,,,0093,POKEMON_HAUNTER
GENGAR,GHOST,POISON,261.0,149.0,155.0,1.5,40.5,,3.0,50000.0,50.0,3000.0,3.0,"['SUCKER_PUNCH_FAST', 'HEX_FAST', 'SHADOW_CLAW_FAST']","['SHADOW_BALL', 'FOCUS_BLAST', 'SLUDGE_BOMB']",['LICK_FAST'],"['SLUDGE_WAVE', 'DARK_PULSE', 'PSYCHIC', 'SHADOW_PUNCH']",MEGA,349.0,199.0,155.0,1.4,40.5,GHOST,POISON,0094,POKEMON_GENGAR
ONIX,ROCK,GROUND,85.0,232.0,111.0,8.8,210.0,,5.0,75000.0,75.0,5000.0,5.0,"['ROCK_THROW_FAST', 'TACKLE_FAST']","['SAND_TOMB', 'STONE_EDGE', 'HEAVY_SLAM', 'BREAKING_SWIPE']",,"['IRON_HEAD', 'ROCK_SLIDE']",,,,,,,,,0095,POKEMON_ONIX
DROWZEE,PSYCHIC,,89.0,136.0,155.0,1.0,32.4,50.0,3.0,50000.0,50.0,3000.0,3.0,"['POUND_FAST', 'CONFUSION_FAST']","['PSYBEAM', 'PSYSHOCK', 'PSYCHIC']",,,,,,,,,,,0096,POKEMON_DROWZEE
HYPNO,PSYCHIC,,144.0,193.0,198.0,1.6,75.6,,3.0,50000.0,50.0,3000.0,3.0,"['ZEN_HEADBUTT_FAST', 'CONFUSION_FAST']","['FUTURESIGHT', 'PSYCHIC', 'FOCUS_BLAST', 'FIRE_PUNCH', 'ICE_PUNCH', 'THUNDER_PUNCH', 'SHADOW_BALL']",,['PSYSHOCK'],,,,,,,,,0097,POKEMON_HYPNO
KRABBY,WATER,,181.0,124.0,102.0,0.4,6.5,50.0,3.0,50000.0,50.0,3000.0,3.0,"['BUBBLE_FAST', 'MUD_SHOT_FAST']","['VICE_GRIP', 'BUBBLE_BEAM', 'WATER_PULSE', 'RAZOR_SHELL']",,,,,,,,,,,0098,POKEMON_KRABBY
KINGLER,WATER,,240.0,181.0,146.0,1.3,60.0,,3.0,50000.0,50.0,3000.0,3.0,"['BUBBLE_FAST', 'METAL_CLAW_FAST']","['VICE_GRIP', 'X_SCISSOR', 'WATER_PULSE', 'CRABHAMMER', 'RAZOR_SHELL']",['MUD_SHOT_FAST'],,,,,,,,,,0099,POKEMON_KINGLER
VOLTORB,ELECTRIC,,109.0,111.0,120.0,0.5,10.4,50.0,3.0,50000.0,50.0,3000.0,3.0,"['SPARK_FAST', 'TACKLE_FAST']","['DISCHARGE', 'THUNDERBOLT', 'GYRO_BALL']",,['SIGNAL_BEAM'],,,,,,,,,0100,POKEMON_VOLTORB
VOLTORB,ELECTRIC,GRASS,109.0,111.0,120.0,0.5,13.0,50.0,3.0,50000.0,50.0,3000.0,3.0,"['CHARGE_BEAM_FAST', 'TACKLE_FAST']","['SWIFT', 'THUNDERBOLT', 'ENERGY_BALL']",,,,,,,,,,,0100,POKEMON_VOLTORB_HISUIAN
ELECTRODE,ELECTRIC,,173.0,173.0,155.0,1.2,66.6,,3.0,50000.0,50.0,3000.0,3.0,"['SPARK_FAST', 'VOLT_SWITCH_FAST']","['DISCHARGE', 'THUNDERBOLT', 'HYPER_BEAM', 'FOUL_PLAY']",['TACKLE_FAST'],,,,,,,,,,0101,POKEMON_ELECTRODE
ELECTRODE,ELECTRIC,GRASS,176.0,176.0,155.0,1.2,71.0,,3.0,50000.0,50.0,3000.0,3.0,"['THUNDER_SHOCK_FAST', 'TACKLE_FAST']","['SWIFT', 'WILD_CHARGE', 'ENERGY_BALL']",,,,,,,,,,,0101,POKEMON_ELECTRODE_HISUIAN
EXEGGCUTE,GRASS,PSYCHIC,107.0,125.0,155.0,0.4,2.5,50.0,3.0,50000.0,50.0,3000.0,3.0,"['CONFUSION_FAST', 'BULLET_SEED_FAST']","['SEED_BOMB', 'PSYCHIC', 'ANCIENT_POWER']",,,,,,,,,,,0102,POKEMON_EXEGGCUTE
EXEGGUTOR,GRASS,PSYCHIC,233.0,149.0,216.0,2.0,120.0,,3.0,50000.0,50.0,3000.0,3.0,"['BULLET_SEED_FAST', 'EXTRASENSORY_FAST', 'CONFUSION_FAST']","['SEED_BOMB', 'PSYCHIC', 'SOLAR_BEAM']",['ZEN_HEADBUTT_FAST'],,,,,,,,,,0103,POKEMON_EXEGGUTOR
EXEGGUTOR,GRASS,DRAGON,230.0,153.0,216.0,10.9,415.6,,3.0,50000.0,50.0,3000.0,3.0,"['BULLET_SEED_FAST', 'DRAGON_TAIL_FAST']","['SEED_BOMB', 'DRAGON_PULSE', 'SOLAR_BEAM']",,['DRACO_METEOR'],,,,,,,,,0103,POKEMON_EXEGGUTOR_ALOLA
CUBONE,GROUND,,90.0,144.0,137.0,0.4,6.5,50.0,3.0,50000.0,50.0,3000.0,3.0,"['MUD_SLAP_FAST', 'ROCK_SMASH_FAST']","['BONE_CLUB', 'DIG', 'BULLDOZE']",,,,,,,,,,,0104,POKEMON_CUBONE
MAROWAK,GROUND,,144.0,186.0,155.0,1.0,45.0,,3.0,50000.0,50.0,3000.0,3.0,"['MUD_SLAP_FAST', 'ROCK_SMASH_FAST']","['BONE_CLUB', 'DIG', 'EARTHQUAKE', 'ROCK_SLIDE']",,,,,,,,,,,0105,POKEMON_MAROWAK
MAROWAK,FIRE,GHOST,144.0,186.0,155.0,1.0,34.0,,3.0,50000.0,50.0,3000.0,3.0,"['HEX_FAST', 'ROCK_SMASH_FAST', 'FIRE_SPIN_FAST']","['BONE_CLUB', 'SHADOW_BALL', 'FIRE_BLAST', 'FLAME_WHEEL']",,['SHADOW_BONE'],,,,,,,,,0105,POKEMON_MAROWAK_ALOLA
HITMONLEE,FIGHTING,,224.0,181.0,137.0,1.5,49.8,,5.0,75000.0,75.0,5000.0,5.0,"['LOW_KICK_FAST', 'ROCK_SMASH_FAST', 'DOUBLE_KICK_FAST']","['CLOSE_COMBAT', 'LOW_SWEEP', 'STONE_EDGE', 'BLAZE_KICK']",,"['STOMP', 'BRICK_BREAK']",,,,,,,,,0106,POKEMON_HITMONLEE
HITMONCHAN,FIGHTING,,193.0,197.0,137.0,1.4,50.2,,5.0,75000.0,75.0,5000.0,5.0,"['BULLET_PUNCH_FAST', 'COUNTER_FAST']","['FIRE_PUNCH', 'ICE_PUNCH', 'THUNDER_PUNCH', 'CLOSE_COMBAT', 'POWER_UP_PUNCH']",['ROCK_SMASH_FAST'],['BRICK_BREAK'],,,,,,,,,0107,POKEMON_HITMONCHAN
LICKITUNG,NORMAL,,108.0,137.0,207.0,1.2,65.5,,3.0,50000.0,50.0,,,"['LICK_FAST', 'ZEN_HEADBUTT_FAST']","['HYPER_BEAM', 'STOMP', 'POWER_WHIP']",,['BODY_SLAM'],,,,,,,,,0108,POKEMON_LICKITUNG
KOFFING,POISON,,119.0,141.0,120.0,0.6,1.0,50.0,3.0,50000.0,50.0,3000.0,3.0,"['TACKLE_FAST', 'INFESTATION_FAST']","['SLUDGE', 'SLUDGE_BOMB', 'DARK_PULSE']",,,,,,,,,,,0109,POKEMON_KOFFING
WEEZING,POISON,,174.0,197.0,163.0,1.2,9.5,,3.0,50000.0,50.0,3000.0,3.0,"['TACKLE_FAST', 'INFESTATION_FAST']","['SLUDGE_BOMB', 'SHADOW_BALL', 'DARK_PULSE', 'THUNDERBOLT']",,,,,,,,,,,0110,POKEMON_WEEZING
WEEZING,POISON,FAIRY,174.0,197.0,163.0,3.0,16.0,,3.0,50000.0,50.0,3000.0,3.0,"['TACKLE_FAST', 'FAIRY_WIND_FAST']","['SLUDGE', 'HYPER_BEAM', 'PLAY_ROUGH', 'HYPER_BEAM', 'OVERHEAT', 'BRUTAL_SWING']",,,,,,,,,,,0110,POKEMON_WEEZING_GALARIAN
RHYHORN,GROUND,ROCK,140.0,127.0,190.0,1.0,115.0,50.0,3.0,50000.0,50.0,3000.0,3.0,"['MUD_SLAP_FAST', 'ROCK_SMASH_FAST']","['BULLDOZE', 'HORN_ATTACK', 'STOMP']",,,,,,,,,,,0111,POKEMON_RHYHORN
RHYDON,GROUND,ROCK,222.0,171.0,233.0,1.9,120.0,,3.0,50000.0,50.0,3000.0,3.0,"['MUD_SLAP_FAST', 'ROCK_SMASH_FAST']","['SURF', 'EARTHQUAKE', 'STONE_EDGE', 'BREAKING_SWIPE']",,['MEGAHORN'],,,,,,,,,0112,POKEMON_RHYDON
CHANSEY,NORMAL,,60.0,128.0,487.0,1.1,34.6,,5.0,75000.0,75.0,,,"['POUND_FAST', 'ZEN_HEADBUTT_FAST']","['PSYCHIC', 'HYPER_BEAM', 'DAZZLING_GLEAM']",,,,,,,,,,,0113,POKEMON_CHANSEY
TANGELA,GRASS,,183.0,169.0,163.0,1.0,35.0,,3.0,50000.0,50.0,3000.0,3.0,"['VINE_WHIP_FAST', 'INFESTATION_FAST']","['GRASS_KNOT', 'SLUDGE_BOMB', 'SOLAR_BEAM']",,['POWER_WHIP'],,,,,,,,,0114,POKEMON_TANGELA
KANGASKHAN,NORMAL,,181.0,165.0,233.0,2.2,80.0,,3.0,50000.0,50.0,3000.0,3.0,"['MUD_SLAP_FAST', 'LOW_KICK_FAST']","['CRUNCH', 'EARTHQUAKE', 'OUTRAGE', 'POWER_UP_PUNCH']",,"['BRICK_BREAK', 'STOMP']",MEGA,246.0,210.0,233.0,2.2,100.0,NORMAL,,0115,POKEMON_KANGASKHAN
HORSEA,WATER,,129.0,103.0,102.0,0.4,8.0,50.0,3.0,50000.0,50.0,3000.0,3.0,"['WATER_GUN_FAST', 'BUBBLE_FAST']","['BUBBLE_BEAM', 'DRAGON_PULSE', 'FLASH_CANNON']",,,,,,,,,,,0116,POKEMON_HORSEA
SEADRA,WATER,,187.0,156.0,146.0,1.2,25.0,,3.0,50000.0,50.0,3000.0,3.0,"['WATER_GUN_FAST', 'DRAGON_BREATH_FAST']","['AURORA_BEAM', 'DRAGON_PULSE', 'HYDRO_PUMP']",,['BLIZZARD'],,,,,,,,,0117,POKEMON_SEADRA
GOLDEEN,WATER,,123.0,110.0,128.0,0.6,15.0,50.0,3.0,50000.0,50.0,,,"['PECK_FAST', 'MUD_SHOT_FAST']","['WATER_PULSE', 'HORN_ATTACK', 'AQUA_TAIL']",,,,,,,,,,,0118,POKEMON_GOLDEEN
SEAKING,WATER,,175.0,147.0,190.0,1.3,39.0,,3.0,50000.0,50.0,,,"['PECK_FAST', 'WATERFALL_FAST']","['ICE_BEAM', 'WATER_PULSE', 'MEGAHORN']",['POISON_JAB_FAST'],"['ICY_WIND', 'DRILL_RUN']",,,,,,,,,0119,POKEMON_SEAKING
STARYU,WATER,,137.0,112.0,102.0,0.8,34.5,50.0,3.0,50000.0,50.0,,,"['TACKLE_FAST', 'WATER_GUN_FAST']","['SWIFT', 'BUBBLE_BEAM', 'POWER_GEM']",,,,,,,,,,,0120,POKEMON_STARYU
STARMIE,WATER,PSYCHIC,210.0,184.0,155.0,1.1,80.0,,3.0,50000.0,50.0,,,"['HIDDEN_POWER_FAST', 'WATER_GUN_FAST', 'PSYWAVE_FAST']","['HYDRO_PUMP', 'POWER_GEM', 'PSYCHIC', 'THUNDER', 'ICE_BEAM', 'PSYBEAM', 'SURF']",['TACKLE_FAST'],,,,,,,,,,0121,POKEMON_STARMIE
MR_MIME,PSYCHIC,FAIRY,192.0,205.0,120.0,1.3,54.5,,5.0,75000.0,75.0,3000.0,3.0,"['CONFUSION_FAST', 'ZEN_HEADBUTT_FAST', 'MAGICAL_LEAF_FAST', 'PSYWAVE_FAST']","['PSYBEAM', 'PSYCHIC', 'SHADOW_BALL']",,,,,,,,,,,0122,POKEMON_MR_MIME
MR_MIME,ICE,PSYCHIC,183.0,169.0,137.0,1.4,56.8,,5.0,75000.0,75.0,3000.0,3.0,"['CONFUSION_FAST', 'ZEN_HEADBUTT_FAST']","['PSYBEAM', 'PSYCHIC', 'ICE_PUNCH', 'TRIPLE_AXEL']",,,,,,,,,,,0122,POKEMON_MR_MIME_GALARIAN
SCYTHER,BUG,FLYING,218.0,170.0,172.0,1.5,56.0,,5.0,75000.0,75.0,5000.0,5.0,"['FURY_CUTTER_FAST', 'AIR_SLASH_FAST']","['NIGHT_SLASH', 'X_SCISSOR', 'AERIAL_ACE', 'TRAILBLAZE']",['STEEL_WING_FAST'],['BUG_BUZZ'],,,,,,,,,0123,POKEMON_SCYTHER
JYNX,ICE,PSYCHIC,223.0,151.0,163.0,1.4,40.6,,5.0,75000.0,75.0,,,"['FROST_BREATH_FAST', 'CONFUSION_FAST']","['DRAINING_KISS', 'AVALANCHE', 'PSYSHOCK', 'FOCUS_BLAST']",['POUND_FAST'],['ICE_PUNCH'],,,,,,,,,0124,POKEMON_JYNX
ELECTABUZZ,ELECTRIC,,198.0,158.0,163.0,1.1,30.0,,5.0,75000.0,75.0,5000.0,5.0,"['THUNDER_SHOCK_FAST', 'LOW_KICK_FAST']","['THUNDER_PUNCH', 'THUNDERBOLT', 'THUNDER']",,,,,,,,,,,0125,POKEMON_ELECTABUZZ
MAGMAR,FIRE,,206.0,154.0,163.0,1.3,44.5,,5.0,75000.0,75.0,5000.0,5.0,"['EMBER_FAST', 'KARATE_CHOP_FAST']","['FIRE_BLAST', 'FIRE_PUNCH', 'FLAMETHROWER', 'SCORCHING_SANDS']",,,,,,,,,,,0126,POKEMON_MAGMAR
PINSIR,BUG,,238.0,182.0,163.0,1.5,55.0,,5.0,75000.0,75.0,5000.0,5.0,"['ROCK_SMASH_FAST', 'BUG_BITE_FAST', 'FURY_CUTTER_FAST']","['VICE_GRIP', 'X_SCISSOR', 'CLOSE_COMBAT', 'SUPER_POWER']",,['SUBMISSION'],MEGA,305.0,231.0,163.0,1.7,59.0,BUG,FLYING,0127,POKEMON_PINSIR
TAUROS,NORMAL,,198.0,183.0,181.0,1.4,88.4,,3.0,50000.0,50.0,,,"['TACKLE_FAST', 'ZEN_HEADBUTT_FAST']","['HORN_ATTACK', 'IRON_HEAD', 'EARTHQUAKE', 'TRAILBLAZE']",,,,,,,,,,,0128,POKEMON_TAUROS
MAGIKARP,WATER,,29.0,85.0,85.0,0.9,10.0,400.0,1.0,10000.0,25.0,1000.0,1.0,['SPLASH_FAST'],['STRUGGLE'],,,,,,,,,,,0129,POKEMON_MAGIKARP
